Sample ID,Location Code,MONTH,YEAR,Collection Date,Collection Date/Time,AMMONIA_W,CONDUCTIVITY_W,DO_W,FCB_W,NITRATE_W,NITRITE_W,ORTHOPHOSPHATE_W,PH_W,PHOSPHOROUS_W,TEMPERATURE_W,TKN_W,TN_W,TSS_W,TURBIDITY_W
AA12388,CAPR1,7,2016,7/6/2016,7/6/2016 8:30,0.0343,196.8,8.43,23,0.773,0.001,0.0649,7.45,0.863,22.2,,,9,6.07
AA12491,CAPR1,7,2016,7/11/2016,7/11/2016 9:10,0.015,220,,32,0.467,0.001,0.0575,7.61,0.197,21.2,,,0.59,2.7
AA12632,CAPR1,7,2016,7/14/2016,7/14/2016 8:15,0.0248,208.9,,70,0.475,0.001,0.059,7.42,0.203,23.1,,,5,3.68
AA12657,CAPR1,7,2016,7/18/2016,7/18/2016 8:30,0.0701,222,,42,0.495,0.001,0.045,7.79,0.06,23.2,,,6,3.01
AA12832,CAPR1,7,2016,7/25/2016,7/25/2016 8:08,0.004,212.1,,21,0.242,0.001,0.00839,7.69,0.281,23.4,,,5,3.03
AA12393,CAPR6,,,7/6/2016,7/6/2016 10:40,0.0498,170.7,8.43,9,0.364,0.001,0.0704,7.92,0.777,25.2,,,5,6.18
AA12394,CAPR7,,,7/6/2016,7/6/2016 11:13,0.0324,186.6,8.75,13,0.386,0.001,0.0639,7.88,0.73,23.9,,,5,4.61
AA12395,CAPR8,,,7/6/2016,7/6/2016 11:32,0.0594,163.8,7.94,54,0.269,0.001,0.0578,8.06,0.727,25.4,0.362,0.632,15,10
AA12953,CAPR1,8,2016,8/1/2016,8/1/2016 8:27,0.0779,173.4,8.88,28,0.565,0.001,0.112,7.74,0.238,23.2,,,12,19.7
AA13023,CAPR1,8,2016,8/8/2016,8/8/2016 8:55,0.004,233,,24,0.31,0.001,0.061,8,0.181,22,,,2,3.03
AA13177,CAPR1,8,2016,8/15/2016,8/15/2016 8:18,0.105,220,,19,0.347,0.001,0.0542,7.78,0.107,23.3,,,2,4.22
AA13265,CAPR1,8,2016,8/17/2016,8/17/2016 8:10,0.029,214.1,,12,0.436,0.001,0.0508,7.7,0.498,24.1,,,7,7.95
AA13367,CAPR1,8,2016,8/24/2016,8/24/2016 8:11,0.004,206.7,,5,0.305,0.001,0.0667,7.67,0.152,20.3,,,4,3.98
AA12496,CAPR6,,,7/11/2016,7/11/2016 11:22,0.0267,187.1,,25,0.16,0.001,0.0599,7.9,0.0741,23.9,,,0.59,3.58
AA12497,CAPR7,,,7/11/2016,7/11/2016 8:53,0.022,212,,54,0.192,0.001,0.0536,8.15,0.0876,23.5,,,4,3.83
AA12498,CAPR8,,,7/11/2016,7/11/2016 11:14,0.0632,174.6,,64,0.0504,0.001,0.0473,8.22,0.117,25.7,,,7,8.32
AA13544,CAPR1,9,2016,9/7/2016,9/7/2016 8:33,0.004,213,8.56,4,0.0633,0.001,0.0547,7.76,0.171,21.2,,,0.59,2.15
AA13583,CAPR1,9,2016,9/12/2016,9/12/2016 9:12,0.0134,240,,5,0.0766,0.001,0.0592,7.84,0.061,19.4,,,3,1.61
AA13721,CAPR1,9,2016,9/19/2016,9/19/2016 8:37,0.004,186.5,,13,0.11,0.001,0.005,7.77,0.005,19.8,,,3,2.42
AA13767,CAPR1,9,2016,9/22/2016,9/22/2016 8:11,0.004,244,,20,0.0702,0.001,0.0476,7.56,0.143,18.7,,,4,2.42
AA13856,CAPR1,9,2016,9/28/2016,9/28/2016 8:05,0.004,248,,23,0.114,0.001,0.0858,7.78,0.138,16.6,,,12,10.7
AA12637,CAPR6,,,7/14/2016,7/14/2016 9:23,0.0245,182.2,,68,0.0453,0.001,0.0563,7.95,0.142,27.4,,,4,5.33
AA12638,CAPR7,,,7/14/2016,7/14/2016 10:14,0.0171,203.5,,52,0.066,0.001,0.0459,8.08,0.176,26,,,6,3.91
AA12639,CAPR8,,,7/14/2016,7/14/2016 10:34,0.0808,179.8,,19,0.002,0.001,0.0579,8.09,0.175,27.6,,,11,9.86
AA13914,CAPR1,10,2016,10/3/2016,10/3/2016 8:45,0.088,241,,24,1.11,0.001,0.043,7.71,0.113,17.7,,,0.59,6.51
AA13977,CAPR1,10,2016,10/5/2016,10/5/2016 8:33,0.004,235,,21,0.726,0.001,0.03,7.89,0.166,17.5,,,2,2.51
AA14101,CAPR1,10,2016,10/12/2016,10/12/2016 8:06,0.004,196.9,,8,0.875,0.001,0.01,7.79,0.016,13.2,,,4,3
AA14246,CAPR1,10,2016,10/18/2016,10/18/2016 8:14,0.004,207.8,,31,0.257,0.001,0.0466,7.92,0.102,15.3,,,0.59,1.7
AA14398,CAPR1,10,2016,10/26/2016,10/26/2016 8:29,0.004,277,,46,0.0677,0.001,0.0508,7.95,0.106,11.7,,,0.59,1.17
AA12662,CAPR6,,,7/18/2016,7/18/2016 9:52,0.004,187,,25,0.0636,0.001,0.004,7.88,0.053,25.4,,,6,3.96
AA12663,CAPR7,,,7/18/2016,7/18/2016 10:31,0.00801,206.7,,33,0.0803,0.001,0.0525,8.1,0.0642,25.6,,,5,3.65
AA12664,CAPR8,,,7/18/2016,7/18/2016 11:00,0.0472,185.2,,16,0.0215,0.001,0.0751,8.06,0.0793,28,,,12,11.4
AA14544,CAPR1,11,2016,11/2/2016,11/2/2016 8:27,0.004,214.7,,27,0.046,0.001,0.0215,7.76,0.0818,13.9,,,0.59,1.7
AA14585,CAPR1,11,2016,11/9/2016,11/9/2016 8:29,0.004,216.8,,31,0.032,0.001,0.0198,7.91,0.0776,13.1,,,0.59,1.24
AA14639,CAPR1,11,2016,11/14/2016,11/14/2016 8:17,0.004,214,,25,0.0351,0.001,0.0187,7.77,0.024,8.2,,,2,0.949
AA14752,CAPR1,11,2016,11/22/2016,11/22/2016 8:35,0.004,248,,0,0.0497,0.001,0.0155,7.94,0.019,6.5,,,2,1.22
AA14832,CAPR1,11,2016,11/30/2016,11/30/2016 8:09,0.004,214.8,,21,0.0773,0.001,0.0128,7.76,0.205,9.7,,,5,2.5
AA12837,CAPR6,,,7/25/2016,7/25/2016 9:23,0.0133,169.6,,12,0.002,0.001,0.0508,7.89,0.348,28,,,5,4.61
AA12838,CAPR7,,,7/25/2016,7/25/2016 10:10,0.004,194.5,,16,0.0467,0.001,0.0604,7.98,0.363,26.1,,,5,3.61
AA12839,CAPR8,,,7/25/2016,7/25/2016 10:24,0.0591,180.1,,37,0.0205,0.001,0.0861,7.53,0.357,28.1,,,8,8.4
AA14983,CAPR1,12,2016,12/7/2016,12/7/2016 8:02,0.004,216.6,,7,0.293,0.001,0.0189,7.72,0.0548,7.2,,,4,2.72
AA15061,CAPR1,12,2016,12/12/2016,12/12/2016 8:14,0.004,236,,12,0.696,0.001,0.0173,7.77,0.0358,4.2,,,5,2.41
AA15169,CAPR1,12,2016,12/19/2016,12/19/2016,0.018,195.6,,4,0.544,0.001,0.0099,7.58,0.0219,3.5,,,0.59,2.09
AA15273,CAPR1,12,2016,12/28/2016,12/28/2016 8:43,0.004,201,,5,0.35,0.001,0.0056,7.58,0.0231,5.8,,,0.59,1.06
AA15338,CAPR1,1,2017,1/4/2017,1/4/2017 8:31,0.0953,224,,920,0.746,0.001,0.083,7.78,0.09,7.4,,,11,17.1
AA12958,CAPR6,,,8/1/2016,8/1/2016 9:50,0.0192,151.9,8.17,8,0.197,0.001,0.0519,7.99,0.152,26.5,,,7,6.99
AA12959,CAPR7,,,8/1/2016,8/1/2016 10:33,0.004,176.3,8.36,15,0.188,0.001,0.0514,8.11,0.135,26.2,,,6,6.6
AA12960,CAPR8,,,8/1/2016,8/1/2016 10:52,0.0378,142,7.75,36,0.145,0.001,0.0358,7.96,0.142,27.9,1.08,1.23,6,10.9
AA15395,CAPR1,1,2017,1/9/2017,1/9/2017 8:16,0.004,172,,7,1.32,0.001,0.0154,7.27,0.023,1.3,,,0.59,2.61
AA15621,CAPR1,1,2017,1/23/2017,1/23/2017 8:18,0.004,191.7,,660,0.901,0.001,0.0315,7.69,0.0488,8.4,,,4,6.68
AA15675,CAPR1,1,2017,1/25/2017,1/25/2017 8:14,0.0374,132.3,,285,2.04,0.001,Scratched,7.47,0.0525,6.6,,,4,13.1
AA15742,CAPR1,1,2017,1/30/2017,1/30/2017 8:27,0.004,134.5,,31,1.64,0.001,0.0154,8.19,0.0604,4.8,,,0.59,3.63
AA15793,CAPR1,2,2017,2/1/2017,2/1/2017 8:23,0.004,150.4,,36,1.55,0.001,0.028,7.16,0.0391,5.4,,,5,2.6
AA13028,CAPR6,,,8/8/2016,8/8/2016 10:20,0.021,158,,35,0.27,0.001,0.065,7.82,0.103,23.5,,,5,7.1
AA13029,CAPR7,,,8/8/2016,8/8/2016 10:55,0.078,182,,50,0.27,0.001,0.077,7.96,0.165,23.7,,,7,8.54
AA13030,CAPR8,,,8/8/2016,8/8/2016 11:22,0.082,142.8,,15,0.33,0.001,0.084,7.8,0.167,24.6,,,14,21.3
AA15848,CAPR1,2,2017,2/7/2017,2/7/2017 8:17,0.004,157.6,,29,1.27,0.001,0.0134,7.7,0.0666,6.2,,,0.59,2.3
AA16015,CAPR1,2,2017,2/21/2017,2/21/2017 8:40,0.004,146.9,,25,0.812,0.001,0.0106,7.82,0.0539,8.9,,,5,2.6
AA16051,CAPR1,2,2017,2/23/2017,2/23/2017 8:45,0.004,149.8,,31,0.723,0.001,0.0162,7.87,0.042,11,,,3,3.28
AA16099,CAPR1,2,2017,2/28/2017,2/28/2017 8:22,0.004,152.4,,17,0.722,0.001,0.0078,7.16,0.0804,8.2,,,0.59,2.28
AA16117,CAPR1,3,2017,3/1/2017,3/1/2017 8:12,0.004,163.7,,21,0.657,0.001,0.0116,7.87,0.0476,10.3,,,4,2.12
AA13182,CAPR6,,,8/15/2016,8/15/2016 9:37,0.0521,174.1,,23,0.0966,0.001,0.0457,7.68,0.695,28,,,0.59,4.64
AA13183,CAPR7,,,8/15/2016,8/15/2016 10:10,0.101,212,,39,0.0173,0.001,0.0457,8.01,0.68,26.1,,,4,5.8
AA13184,CAPR8,,,8/15/2016,8/15/2016 10:31,0.0605,177.8,,25,0.0158,0.001,0.0445,8.05,0.652,27.9,,,3,6.12
AA16168,CAPR1,3,2017,3/6/2017,3/6/2017 8:52,0.0231,177.8,,42,0.705,0.001,0.0147,7.94,0.0504,6.9,,,3,1.47
AA16344,CAPR1,3,2017,3/20/2017,3/20/2017 8:42,0.0178,101.4,,35,1.17,0.001,0.0318,7.93,0.0836,6.3,,,5,9.55
AA16477,CAPR1,3,2017,3/28/2017,3/28/2017 8:35,0.004,139.3,,27,0.79,0.001,0.0269,7.68,0.0737,13.4,,,2,5.76
AA16551,CAPR1,4,2017,4/3/2017,4/3/2017 8:45,0.0206,117.6,,32,1.2,0.001,0.0988,7.51,0.114,11.2,,,6,7.31
AA16719,CAPR1,4,2017,4/11/2017,4/11/2017 8:35,0.004,125.6,,25,0.718,0.001,0.0183,7.43,0.0736,13.2,,,3,3.05
AA13270,CAPR6,,,8/17/2016,8/17/2016 9:16,0.0545,169.3,,15,0.102,0.001,0.0512,7.97,0.548,25.8,,,4,7.45
AA13271,CAPR7,,,8/17/2016,8/17/2016 9:45,0.0352,193.7,,32,0.0894,0.001,0.0481,8.18,0.562,25.7,,,9,4.38
AA13272,CAPR8,,,8/17/2016,8/17/2016 10:00,0.0536,175.3,,86,0.00925,0.001,0.0351,8.29,0.541,27.9,,,6,5.97
AA16804,CAPR1,4,2017,4/17/2017,4/17/2017 8:17,0.004,144.1,,24,0.386,0.001,0.019,7.83,0.112,16.9,,,3,2.77
AA16859,CAPR1,4,2017,4/19/2017,4/19/2017 8:15,0.004,136.8,,20,0.365,0.001,0.0237,7.41,0.0777,16.2,,,5,3.14
AA16985,CAPR1,4,2017,4/26/2017,4/26/2017 8:20,0.0684,106.3,,21,0.517,0.001,0.0668,7.35,0.071,14.1,,,26,20.9
AA17123,CAPR1,5,2017,5/3/2017,5/3/2017 9:10,0.0408,106.6,9.66,25,0.432,0.001,0.0279,8.15,0.0679,16.6,,,4,4.62
AA17171,CAPR1,5,2017,5/8/2017,5/8/2017 8:15,0.0161,86.1,11,29,0.924,0.001,0.0363,6.6,0.0678,12,,,13,11.8
AA13372,CAPR6,,,8/24/2016,8/24/2016 9:20,0.004,178.9,,15,0.0361,0.001,0.0621,7.92,0.163,23.1,,,3,3.31
AA13373,CAPR7,,,8/24/2016,8/24/2016 9:57,0.004,190.9,,16,0.0381,0.001,0.0561,8.24,0.168,22.8,,,4,3.56
AA13374,CAPR8,,,8/24/2016,8/24/2016 10:31,0.004,171.9,,15,0.00626,0.001,0.0571,7.94,0.168,25.1,,,9,7.16
AA17284,CAPR1,5,2017,5/15/2017,5/15/2017 8:40,0.0796,84.9,,99,0.827,0.001,0.027,7.6,0.0675,13.9,,,12,10.6
AA17325,CAPR1,5,2017,5/22/2017,5/22/2017 8:24,0.004,134.5,,35,0.568,0.001,0.0184,7.94,0.0838,18.7,,,5,4.86
AA17442,CAPR1,5,2017,5/30/2017,5/30/2017 8:35,0.0666,115.9,,100,0.622,0.001,0.026,6.46,0.0439,17.5,,,12,10
AA17564,CAPR1,6,2017,6/6/2017,6/6/2017 8:36,0.0508,157,9.39,20,0.583,0.001,0.023,7.79,0.0596,20.3,,,3,3.12
AA17694,CAPR1,6,2017,6/15/2017,6/15/2017 8:22,0.0832,178.6,,27,0.881,0.001,0.016,6.37,0.181,21.4,,,9,12.5
AA13549,CAPR6,,,9/7/2016,9/7/2016 9:47,0.004,172.9,8.28,8,0.0166,0.001,0.0582,7.87,0.294,23.1,,,2,2.6
AA13550,CAPR7,,,9/7/2016,9/7/2016 10:28,0.004,187.7,7.73,15,0.0139,0.001,0.0348,8.18,0.336,23.7,,,3,2.61
AA13551,CAPR8,,,9/7/2016,9/7/2016 10:49,0.0385,170.6,7.97,5,0.0051,0.001,0.0237,8.09,0.324,24.8,0.444,0.45,5,5.67
AA17745,CAPR1,6,2017,6/21/2017,6/21/2017 8:26,0.004,169.4,,78,0.669,0.001,0.004,7.93,0.0596,20.9,,,3,3.73
AA17839,CAPR1,6,2017,6/26/2017,6/26/2017 8:29,0.0294,190,,56,0.642,0.001,0.004,7.87,0.0444,20.2,,,4,2.39
AA17901,CAPR1,6,2017,6/28/2017,6/28/2017 8:30,0.0304,182.3,,44,0.431,0.001,0.004,7.79,0.0484,17.9,,,2,2.2
AA17946,CAPR1,7,2017,7/6/2017,7/6/2017 8:50,0.004,182.7,9.06,32,0.245,0.001,0.045,8.17,0.051,21.3,,,,2.89
AA18284,CAPR1,7,2017,7/31/2017,7/31/2017 8:52,0.0338,156.5,,46,1.71,0.001,0.06,8.06,0.0952,20,,,,8
AA13588,CAPR6,,,9/12/2016,9/12/2016 10:24,0.004,173.9,,8,0.0305,0.001,0.0702,8.15,0.075,23.4,,,5,3.67
AA13589,CAPR7,,,9/12/2016,9/12/2016 11:09,0.004,173.7,,21,0.0226,0.001,0.0458,8.24,0.09,22.8,,,4,3.06
AA13590,CAPR8,,,9/12/2016,9/12/2016 11:30,0.0451,211.6,,5,0.002,0.001,0.0515,8.12,0.122,24.1,,,7,5.29
AA18355,CAPR1,8,2017,8/7/2017,8/7/2017 8:24,0.004,205.7,9.13,33,0.409,0.001,0.04,7.51,0.123,20.3,,,,2.9
AA18563,CAPR1,8,2017,8/22/2017,8/22/2017 8:40,0.019,166.3,,24,0.499,0.001,0.0483,8.2,0.049,22.1,,,,3.39
AA18646,CAPR1,8,2017,8/28/2017,8/28/2017 9:25,0.0177,209.1,,29,0.24,0.001,0.0323,7.94,0.053,18.9,,,,1.9
AA18764,CAPR1,9,2017,9/6/2017,9/6/2017 8:43,0.0205,204.1,9.35,24,0.207,0.001,0.0371,7.45,0.039,18.4,,,,1.55
AA19033,CAPR1,9,2017,9/25/2017,9/25/2017 8:35,0.004,208.2,,11,0.103,0.001,0.0851,7.9,0.115,18.7,,,,1.26
AA13726,CAPR6,,,9/19/2016,9/19/2016 10:00,0.004,177.8,,31,0.002,0.001,0.005,7.34,0.005,21.3,,,5,3.15
AA13727,CAPR7,,,9/19/2016,9/19/2016 10:43,0.004,196.1,,37,0.0482,0.001,0.005,8.16,0.005,20.9,,,7,2.89
AA13728,CAPR8,,,9/19/2016,9/19/2016 11:16,0.004,176.6,,21,0.0117,0.001,0.005,7.92,0.005,22.3,,,7,5.85
AA19098,CAPR1,9,2017,9/28/2017,9/28/2017 8:47,0.004,205.1,,23,0.0797,0.001,0.0411,8.06,0.101,19.4,,,,1.39
AA19134,CAPR1,10,2017,10/3/2017,10/3/2017 9:45,0.004,210.1,,28,0.0816,0.001,0.0472,7.51,0.0694,14.7,,,,0.812
AA19335,CAPR1,10,2017,10/18/2017,10/18/2017 8:00,0.004,224,,60,0.0552,0.001,0.0296,6.49,0.0725,12.4,,,,1.05
AA19500,CAPR1,10,2017,10/26/2017,10/26/2017 8:35,0.0332,216.9,,8,0.0866,0.001,0.0263,6.69,0.0759,12.5,,,,1.81
AA19564,CAPR1,11,2017,11/1/2017,11/1/2017 8:36,0.0291,150.4,,21,2.07,0.001,0.0513,6.92,0.137,11.7,,,,7.12
AA13772,CAPR6,,,9/22/2016,9/22/2016 9:28,0.004,205.9,,29,0.0311,0.001,0.0504,7.95,0.166,20.4,,,4,4.71
AA13773,CAPR7,,,9/22/2016,9/22/2016 10:09,0.004,219.5,,43,0.0171,0.001,0.0337,8.11,0.055,21.5,,,0.59,2.18
AA13774,CAPR8,,,9/22/2016,9/22/2016 10:30,0.004,199.5,,80,0.002,0.001,0.0282,8.12,0.051,22.7,,,6,5.68
AA19858,CAPR1,11,2017,11/28/2017,11/28/2017 8:49,0.004,188.2,,,0.366,0.001,0.0138,7.43,0.017,5.7,,,,0.623
AA19922,CAPR1,12,2017,12/5/2017,12/5/2017 8:34,0.014,195.2,,12,0.306,0.001,0.004,8.22,0.005,7.9,,,,0.809
AA20138,CAPR1,12,2017,12/20/2017,12/20/2017 8:30,0.004,198.5,,20,0.353,0.001,0.004,6.87,0.0539,6.7,,,,0.744
AA12389,CAPR2,7,2016,7/6/2016,7/6/2016 9:35,0.0274,195.7,9.07,56,0.703,0.001,0.0575,7.81,0.868,22.9,,,8,6.04
AA12492,CAPR2,7,2016,7/11/2016,7/11/2016 10:25,0.0141,213.3,,58,0.336,0.001,0.0555,8,0.21,21.9,,,3,5.39
AA13861,CAPR6,,,9/28/2016,9/28/2016 9:16,0.004,200.5,,24,0.002,0.001,0.0856,7.85,0.117,17.9,,,2,2.96
AA13862,CAPR7,,,9/28/2016,9/28/2016 10:04,0.004,220,,29,0.002,0.001,0.0673,7.99,0.121,18.2,,,0.59,2.83
AA13863,CAPR8,,,9/28/2016,9/28/2016 10:23,0.004,205.6,,42,1.02,0.001,0.0897,8.2,0.109,19.2,,,3,4.83
AA12633,CAPR2,7,2016,7/14/2016,7/14/2016 8:25,0.0574,193,,680,0.322,0.001,0.0608,7.6,0.199,23.6,,,6,7.08
AA12658,CAPR2,7,2016,7/18/2016,7/18/2016 8:47,0.0511,205.4,,36,0.399,0.001,0.004,7.94,0.0198,22.9,,,6,4.22
AA12833,CAPR2,7,2016,7/25/2016,7/25/2016 8:20,0.0736,190.6,,13,0.15,0.001,0.0742,7.83,0.292,24.3,,,5,4.73
